61.26,33.4491,60.0272,63.9101,43.9922,68.959,53.5387,63.9917,59.0568,46.3257,42.4187,19.9505,47.858,57.6668,48.423,40.4913,62.0394,57.5233,52.3385,50.4899,54.2227,60.8529,56.281,69.7487,48.1463,42.5984,47.876,73.4461,54.923,51.8007,40.8284,49.0011,38.4146,44.7404,54.063,54.5395,58.6625,49.1028,50.0944,44.0131,38.5262,44.2056,59.1737,47.7191,75.4008,36.6557,56.1541,51.124,54.7422,55.5336,64.1533
38.4392,56.0842,24.2585,51.3455,47.6622,45.2015,47.359,56.7404,65.0018,39.7194,55.778,40.3507,50.6468,80.1816,53.134,50.7865,54.3247,55.7568,76.4671,51.5742,62.6285,43.3499,58.4054,46.4046,60.7018,62.1161,65.8785,58.3264,64.4739,62.4958,50.1045,65.0802,70.306,47.7889,44.2977,52.5611,34.4209,50.2155,37.67,53.0633,65.2813,49.3959,44.7678,44.825,41.212,38.9805,41.7135,63.5358,28.1391,50.7476,45.8256
59.4336,55.5091,52.3045,42.6458,50.7252,50.0977,38.4952,45.8803,45.014,53.4867,17.6968,59.6716,40.2657,43.914,42.5342,51.5703,54.5195,56.314,44.623,45.6886,58.0013,62.1729,46.3175,56.5852,40.9936,53.0751,63.387,55.9523,50.1946,63.6813,55.9237,42.3715,49.7023,53.7915,54.4286,36.4835,56.1337,47.7679,56.9316,62.0771,47.1141,59.2272,48.3532,43.6835,45.136,36.4128,44.5753,65.0455,66.1099,47.8726,43.1854
35.4229,42.4616,54.0002,37.6465,39.765,41.3306,53.599,26.4439,44.3855,54.5848,49.9912,43.98,44.2731,73.8616,51.3678,60.1145,61.4054,71.1641,69.3981,56.2464,59.6593,57.3451,49.5444,70.9494,58.8109,50.5637,52.5173,54.5668,53.8089,75.9342,70.8353,50.5192,36.1324,44.8996,56.7394,48.6336,38.4701,51.8616,48.2531,47.8102,52.9446,54.9777,50.0452,47.2882,58.2939,41.3508,39.945,40.4924,27.4885,39.8251,56.0579
14.9278,42.2786,25.8318,49.9573,42.8074,44.768,24.0442,38.1045,57.2339,41.8655,30.45,50.4358,49.3779,58.0505,48.1012,57.2255,71.9125,56.7301,59.5144,74.2105,74.4589,61.2743,50.7776,63.077,55.4395,60.1621,48.2499,59.5719,57.8669,71.4945,69.5364,47.119,61.2214,63.016,39.5185,42.3655,58.4382,54.6505,53.2124,42.9948,60.4451,37.6499,55.971,37.3721,54.0393,29.1079,38.0272,29.2073,39.2155,49.1187,41.8118
33.2404,37.1121,40.6693,44.2077,23.2113,45.1956,34.4112,43.8003,38.7231,46.5451,58.3496,39.6352,52.0366,64.2112,54.0944,50.9471,42.157,67.2824,50.078,37.3186,67.0142,69.7273,54.8799,57.8218,63.2243,71.4335,75.67,79.8826,54.484,87.5098,81.7364,62.3408,48.0391,54.446,50.7652,61.1654,55.4971,36.0218,74.987,50.6923,43.4951,45.8451,30.4127,50.2597,41.6242,38.0422,43.8207,39.62,37.4381,35.905,54.5953
27.7609,27.8619,39.6209,21.9731,22.3822,33.847,36.5847,44.6689,50.8839,48.3341,17.956,57.2098,65.6765,56.723,49.7586,63.689,66.8782,61.2001,72.3487,53.9584,78.0096,62.2756,80.6388,67.4747,57.5745,62.2645,69.1045,50.2803,86.2764,63.1006,87.4467,60.933,62.8049,37.1427,30.2776,57.1527,81.5942,60.4503,50.0143,53.454,44.6964,48.0271,50.0152,37.763,39.7747,28.0203,35.5585,31.766,47.8537,33.3625,31.7234
27.2018,30.0617,18.7274,38.3377,32.8712,24.8606,38.1244,31.1091,43.0911,44.3677,53.4487,39.8941,57.6558,46.7254,44.2938,61.5226,69.8119,68.1499,63.4246,62.076,63.7303,85.4519,69.6221,85.4565,74.5729,81.2082,71.216,61.2233,29.9817,77.5241,66.5605,55.3456,61.4539,81.0082,58.0819,53.9055,59.0833,34.2708,68.4368,37.9078,53.5398,35.4027,37.0356,33.3216,47.8128,36.7321,17.3828,33.3272,25.3853,35.7097,37.3501
19.2228,25.6603,19.8326,20.8837,30.7315,33.1818,33.6709,32.9629,34.6696,44.59,44.3924,37.9558,51.8697,51.8619,21.5458,55.3294,39.3761,59.5657,50.9929,65.1243,55.5253,74.3943,86.8584,43.7529,59.241,77.8571,79.3522,53.4836,102.9902,89.7885,58.1458,57.0858,86.3163,51.5812,64.6609,66.891,57.5134,54.7068,42.3701,38.237,43.8875,39.1856,28.8837,29.0543,35.6798,26.3618,20.8951,37.5779,20.9037,22.2285,19.12
29.9121,30.8664,23.9043,17.7353,25.3424,37.4309,30.3084,41.2904,33.4116,44.3692,43.1499,38.0784,64.7087,51.4472,40.2345,59.0254,62.5921,31.9117,66.7735,76.004,38.9293,89.5377,55.6797,81.9852,69.4832,82.3298,88.9487,76.2992,76.5109,51.9692,83.6771,65.7335,42.6935,58.1935,57.3401,62.2969,58.591,36.8273,59.6441,57.4873,35.583,44.5427,41.0167,30.0427,33.047,32.9151,28.8936,20.7502,31.3566,23.7178,9.6007
